,line,location,language,original_comment,new_line,trigram,comment length,value,category,keywords,description,length,prediction
383,"['descript', 'crypt', 'omin', 'block', 'enhanc', 'track', 'protect']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1572,xml,Description of cryptominers that can be blocked by Enhanced Tracking Protection  ,descript crypt omin block enhanc track protect,"[('descript', 'cryptomin', 'block'), ('cryptomin', 'block', 'enhanc'), ('block', 'enhanc', 'track'), ('enhanc', 'track', 'protect')]",6,['violates privacy'],['Self_direction'],['track'],value violation,7,
384,"['categori', 'track', 'er', 'finger', 'print', 'er', 'block', 'enhanc', 'track', 'protect']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1574,xml,Category of trackers (fingerprinters) that can be blocked by Enhanced Tracking Protection  ,categori track er finger print er block enhanc track protect,"[('categori', 'tracker', 'fingerprint'), ('tracker', 'fingerprint', 'block'), ('fingerprint', 'block', 'enhanc'), ('block', 'enhanc', 'track'), ('enhanc', 'track', 'protect')]",7,['violates privacy'],['Self_direction'],['track'],value violation,10,
385,"['descript', 'finger', 'print', 'er', 'block', 'enhanc', 'track', 'protect']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1576,xml,Description of fingerprinters that can be blocked by Enhanced Tracking Protection  ,descript finger print er block enhanc track protect,"[('descript', 'fingerprint', 'block'), ('fingerprint', 'block', 'enhanc'), ('block', 'enhanc', 'track'), ('enhanc', 'track', 'protect')]",6,['violates privacy'],['Self_direction'],['track'],value violation,8,
386,"['categori', 'track', 'er', 'track', 'content', 'block', 'enhanc', 'track', 'protect']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1578,xml,Category of trackers (tracking content) that can be blocked by Enhanced Tracking Protection  ,categori track er track content block enhanc track protect,"[('categori', 'tracker', 'track'), ('tracker', 'track', 'content'), ('track', 'content', 'block'), ('content', 'block', 'enhanc'), ('block', 'enhanc', 'track'), ('enhanc', 'track', 'protect')]",8,"['violates privacy', 'obeys pleasure']","['Self_direction', 'Hedonism']","['track', 'track', 'content']",conforms with value,9,
387,"['descript', 'track', 'content', 'block', 'enhanc', 'track', 'protect']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1580,xml,Description of tracking content that can be blocked by Enhanced Tracking Protection  ,descript track content block enhanc track protect,"[('descript', 'track', 'content'), ('track', 'content', 'block'), ('content', 'block', 'enhanc'), ('block', 'enhanc', 'track'), ('enhanc', 'track', 'protect')]",7,"['violates privacy', 'obeys pleasure']","['Self_direction', 'Hedonism']","['track', 'track', 'content']",conforms with value,7,
388,"['enhanc', 'track', 'protect', 'onboard', 'messag', 'shown', 'dialog', 'toolbar', 'first', 'paramet', 'name', 'applic', 'exampl', 'fenix']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1582,xml,Enhanced Tracking Protection Onboarding Message shown in a dialog above the toolbar. The first parameter is the name of the application (For example: Fenix)  ,enhanc track protect onboard messag shown dialog toolbar first paramet name applic exampl fenix,"[('enhanc', 'track', 'protect'), ('track', 'protect', 'onboard'), ('protect', 'onboard', 'messag'), ('onboard', 'messag', 'shown'), ('messag', 'shown', 'dialog'), ('shown', 'dialog', 'toolbar'), ('dialog', 'toolbar', 'first'), ('toolbar', 'first', 'paramet'), ('first', 'paramet', 'name'), ('paramet', 'name', 'applic'), ('name', 'applic', 'exampl'), ('applic', 'exampl', 'fenix')]",14,"['violates privacy', 'obeys curious']","['Self_direction', 'Self_direction']","['track', 'exampl']",conforms with value,14,
389,"['enhanc', 'track', 'protect', 'messag', 'protect', 'current', 'site']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1584,xml,Enhanced Tracking Protection message that protection is currently on for this site  ,enhanc track protect messag protect current site,"[('enhanc', 'track', 'protect'), ('track', 'protect', 'messag'), ('protect', 'messag', 'protect'), ('messag', 'protect', 'current'), ('protect', 'current', 'site')]",7,['violates privacy'],['Self_direction'],['track'],value violation,7,
390,"['enhanc', 'track', 'protect', 'messag', 'protect', 'current', 'site']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1586,xml,Enhanced Tracking Protection message that protection is currently off for this site  ,enhanc track protect messag protect current site,"[('enhanc', 'track', 'protect'), ('track', 'protect', 'messag'), ('protect', 'messag', 'protect'), ('messag', 'protect', 'current'), ('protect', 'current', 'site')]",7,['violates privacy'],['Self_direction'],['track'],value violation,7,
391,"['header', 'except', 'ion', 'list', 'site', 'enhanc', 'track', 'protect', 'alway']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1588,xml,Header for exceptions list for which sites enhanced tracking protection is always off  ,header except ion list site enhanc track protect alway,"[('header', 'except', 'list'), ('except', 'list', 'site'), ('list', 'site', 'enhanc'), ('site', 'enhanc', 'track'), ('enhanc', 'track', 'protect'), ('track', 'protect', 'alway')]",8,['violates privacy'],['Self_direction'],['track'],value violation,9,
392,"['content', 'descript', 'visibl', 'screen', 'reader', 'etc', 'navig']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1590,xml,"Content description (not visible, for screen readers etc.): Navigate ",content descript visibl screen reader etc navig,"[('content', 'descript', 'visibl'), ('descript', 'visibl', 'screen'), ('visibl', 'screen', 'reader'), ('screen', 'reader', 'etc'), ('reader', 'etc', 'navig')]",7,"['violates privacy', 'obeys pleasure']","['Self_direction', 'Hedonism']","['visibl', 'content', 'visibl']",conforms with value,7,
393,"['content', 'descript', 'visibl', 'screen', 'reader', 'etc', 'navig', 'back', 'etp', 'detail', 'ex', 'track', 'content']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1591,xml,"Content description (not visible, for screen readers etc.): Navigate     back from ETP details (Ex: Tracking content) ",content descript visibl screen reader etc navig back etp detail ex track content,"[('content', 'descript', 'visibl'), ('descript', 'visibl', 'screen'), ('visibl', 'screen', 'reader'), ('screen', 'reader', 'etc'), ('reader', 'etc', 'navig'), ('etc', 'navig', 'back'), ('navig', 'back', 'etp'), ('back', 'etp', 'detail'), ('etp', 'detail', 'ex'), ('detail', 'ex', 'track'), ('ex', 'track', 'content')]",13,"['violates privacy', 'obeys pleasure']","['Self_direction', 'Hedonism']","['visibl', 'track', 'content', 'content', 'visibl']",conforms with value,13,
394,"['categori', 'track', 'er', 'redirect', 'track', 'er', 'block', 'enhanc', 'track', 'protect']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1603,xml,Category of trackers (redirect trackers) that can be blocked by Enhanced Tracking Protection  ,categori track er redirect track er block enhanc track protect,"[('categori', 'tracker', 'redirect'), ('tracker', 'redirect', 'tracker'), ('redirect', 'tracker', 'block'), ('tracker', 'block', 'enhanc'), ('block', 'enhanc', 'track'), ('enhanc', 'track', 'protect')]",8,['violates privacy'],['Self_direction'],['track'],value violation,10,
395,"['descript', 'redirect', 'tracker', 'cooki', 'block', 'enhanc', 'track', 'protect']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1605,xml,Description of redirect tracker cookies that can be blocked by Enhanced Tracking Protection  ,descript redirect tracker cooki block enhanc track protect,"[('descript', 'redirect', 'tracker'), ('redirect', 'tracker', 'cooki'), ('tracker', 'cooki', 'block'), ('cooki', 'block', 'enhanc'), ('block', 'enhanc', 'track'), ('enhanc', 'track', 'protect')]",8,['violates privacy'],['Self_direction'],['track'],value violation,8,
396,"['descript', 'smart', 'block', 'enhanc', 'track', 'protect', 'featur', 'symbol', 'intent', 'hardcod']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1608,xml,"Description of the SmartBlock Enhanced Tracking Protection feature. The * symbol is intentionally hardcoded here, ",descript smart block enhanc track protect featur symbol intent hardcod,"[('descript', 'smartblock', 'enhanc'), ('smartblock', 'enhanc', 'track'), ('enhanc', 'track', 'protect'), ('track', 'protect', 'featur'), ('protect', 'featur', 'symbol'), ('featur', 'symbol', 'intent'), ('symbol', 'intent', 'hardcod')]",9,['violates privacy'],['Self_direction'],['track'],value violation,10,
397,"['descript', 'smart', 'block', 'enhanc', 'track', 'protect', 'featur', 'symbol', 'intent', 'hardcod', 'use', 'ui', 'indic', 'track', 'er', 'partial', 'unblock']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1609,xml,"Description of the SmartBlock Enhanced Tracking Protection feature. The * symbol is intentionally hardcoded here,          as we use it on the UI to indicate which trackers have been partially unblocked.  ",descript smart block enhanc track protect featur symbol intent hardcod use ui indic track er partial unblock,"[('descript', 'smartblock', 'enhanc'), ('smartblock', 'enhanc', 'track'), ('enhanc', 'track', 'protect'), ('track', 'protect', 'featur'), ('protect', 'featur', 'symbol'), ('featur', 'symbol', 'intent'), ('symbol', 'intent', 'hardcod'), ('intent', 'hardcod', 'use'), ('hardcod', 'use', 'ui'), ('use', 'ui', 'indic'), ('ui', 'indic', 'tracker'), ('indic', 'tracker', 'partial'), ('tracker', 'partial', 'unblock')]",15,['violates privacy'],['Self_direction'],['track'],value violation,17,
398,"['text', 'display', 'link', 'websit', 'enhanc', 'track', 'protect', 'smart', 'block']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1611,xml,Text displayed that links to website about enhanced tracking protection SmartBlock  ,text display link websit enhanc track protect smart block,"[('text', 'display', 'link'), ('display', 'link', 'websit'), ('link', 'websit', 'enhanc'), ('websit', 'enhanc', 'track'), ('enhanc', 'track', 'protect'), ('track', 'protect', 'smartblock')]",8,['violates privacy'],['Self_direction'],['track'],value violation,9,
399,"['page', 'link', 'text', 'open', 'support', 'link']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1614,xml,About page link text to open support link  ,page link text open support link,"[('page', 'link', 'text'), ('link', 'text', 'open'), ('text', 'open', 'support'), ('open', 'support', 'link')]",6,"['obeys healthy', 'obeys helpful', 'obeys equality']","['Security', 'Benevolence', 'Universalism']","['support', 'support', 'support']",conforms with value,6, universalism
400,"['page', 'link', 'text', 'list', 'past', 'crash', 'es', 'like', 'crash', 'es', 'desktop']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1616,xml,About page link text to list of past crashes (like about:crashes on desktop)  ,page link text list past crash es like crash es desktop,"[('page', 'link', 'text'), ('link', 'text', 'list'), ('text', 'list', 'past'), ('list', 'past', 'crash'), ('past', 'crash', 'like'), ('crash', 'like', 'aboutcrash'), ('like', 'aboutcrash', 'desktop')]",9,"['violates pleasure', 'violates healthy']","['Hedonism', 'Security']","['crash', 'crash']","value violation, value violation",11,
401,"['page', 'link', 'text', 'open', 'privaci', 'notic', 'link']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1618,xml,About page link text to open privacy notice link  ,page link text open privaci notic link,"[('page', 'link', 'text'), ('link', 'text', 'open'), ('text', 'open', 'privaci'), ('open', 'privaci', 'notic'), ('privaci', 'notic', 'link')]",7,['obeys privacy'],['Self_direction'],['privaci'],conforms with value,7,
402,"['toast', 'shown', 'user', 'activ', 'secret', 'dev', 'menu']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1627,xml,Toast shown to the user when they are activating the secret dev menu ,toast shown user activ secret dev menu,"[('toast', 'shown', 'user'), ('shown', 'user', 'activ'), ('user', 'activ', 'secret'), ('activ', 'secret', 'dev'), ('secret', 'dev', 'menu')]",7,['obeys privacy'],['Self_direction'],['secret'],conforms with value,7,
403,"['toast', 'shown', 'user', 'activ', 'secret', 'dev', 'menu', 'first', 'paramet', 'number', 'long', 'click', 'left', 'enabl', 'menu']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1628,xml,Toast shown to the user when they are activating the secret dev menu         The first parameter is number of long clicks left to enable the menu ,toast shown user activ secret dev menu first paramet number long click left enabl menu,"[('toast', 'shown', 'user'), ('shown', 'user', 'activ'), ('user', 'activ', 'secret'), ('activ', 'secret', 'dev'), ('secret', 'dev', 'menu'), ('dev', 'menu', 'first'), ('menu', 'first', 'paramet'), ('first', 'paramet', 'number'), ('paramet', 'number', 'long'), ('number', 'long', 'click'), ('long', 'click', 'left'), ('click', 'left', 'enabl'), ('left', 'enabl', 'menu')]",15,['obeys privacy'],['Self_direction'],['secret'],conforms with value,15,
404,"['content', 'descript', 'tab', 'counter', 'toolbar', 'button', 'one', 'tab', 'open']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1632,xml,Content description of the tab counter toolbar button when one tab is open  ,content descript tab counter toolbar button one tab open,"[('content', 'descript', 'tab'), ('descript', 'tab', 'counter'), ('tab', 'counter', 'toolbar'), ('counter', 'toolbar', 'button'), ('toolbar', 'button', 'one'), ('button', 'one', 'tab'), ('one', 'tab', 'open')]",9,['obeys pleasure'],['Hedonism'],['content'],conforms with value,9,
405,"['content', 'descript', 'tab', 'counter', 'toolbar', 'button', 'multipl', 'tab', 'open', 'first', 'paramet', 'rep', 'lace', 'number', 'tab', 'alway', 'one']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1634,xml,Content description of the tab counter toolbar button when multiple tabs are open. First parameter will be replaced with the number of tabs (always more than one)  ,content descript tab counter toolbar button multipl tab open first paramet rep lace number tab alway one,"[('content', 'descript', 'tab'), ('descript', 'tab', 'counter'), ('tab', 'counter', 'toolbar'), ('counter', 'toolbar', 'button'), ('toolbar', 'button', 'multipl'), ('button', 'multipl', 'tab'), ('multipl', 'tab', 'open'), ('tab', 'open', 'first'), ('open', 'first', 'paramet'), ('first', 'paramet', 'replac'), ('paramet', 'replac', 'number'), ('replac', 'number', 'tab'), ('number', 'tab', 'alway'), ('tab', 'alway', 'one')]",16,['obeys pleasure'],['Hedonism'],['content'],conforms with value,17,
